asset_id,name,priority,scope,source_path,size_px,background,existing_art,status,brief,creator_or_source,usage_rights,notes
dungeons-ruins-of-alderkeep-stage-04,Ruins of Alderkeep stage 4,P3,Proposed dungeon,asset-inbox/dungeons/ruins-of-alderkeep/stage-04.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-ruins-of-alderkeep-boss-arena,Ruins of Alderkeep boss arena,P3,Proposed dungeon,asset-inbox/dungeons/ruins-of-alderkeep/boss-arena.png,1920x1080,Full image,,Not started,Environment without boss; clear center for future combat overlays.,,,
dungeons-ruins-of-alderkeep-boss,Ruins of Alderkeep boss,P3,Proposed dungeon,asset-inbox/dungeons/ruins-of-alderkeep/boss.png,1024x1024,Full image,,Not started,Boss identity must be approved for proposed dungeons. Existing wide boss art may be retained until a portrait is needed.,,,
dungeons-ruins-of-alderkeep-enemy-charging,Ruins of Alderkeep charging enemy,P3,Proposed enemy identity,asset-inbox/dungeons/ruins-of-alderkeep/enemy-charging.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate charging behavior.,,,
dungeons-ruins-of-alderkeep-enemy-channeling,Ruins of Alderkeep channeling enemy,P3,Proposed enemy identity,asset-inbox/dungeons/ruins-of-alderkeep/enemy-channeling.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate channeling behavior.,,,
dungeons-ruins-of-alderkeep-enemy-fortified,Ruins of Alderkeep fortified enemy,P3,Proposed enemy identity,asset-inbox/dungeons/ruins-of-alderkeep/enemy-fortified.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate fortified behavior.,,,
dungeons-mourning-cathedral-entrance,Mourning Cathedral entrance,P3,Proposed dungeon,asset-inbox/dungeons/mourning-cathedral/entrance.png,1920x1080,Full image,,Not started,Fallen Kingdoms environment; leave space for title overlays; future names and themes require approval.,,,
dungeons-mourning-cathedral-stage-01,Mourning Cathedral stage 1,P3,Proposed dungeon,asset-inbox/dungeons/mourning-cathedral/stage-01.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-mourning-cathedral-stage-02,Mourning Cathedral stage 2,P3,Proposed dungeon,asset-inbox/dungeons/mourning-cathedral/stage-02.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-mourning-cathedral-stage-03,Mourning Cathedral stage 3,P3,Proposed dungeon,asset-inbox/dungeons/mourning-cathedral/stage-03.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-mourning-cathedral-stage-04,Mourning Cathedral stage 4,P3,Proposed dungeon,asset-inbox/dungeons/mourning-cathedral/stage-04.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-mourning-cathedral-boss-arena,Mourning Cathedral boss arena,P3,Proposed dungeon,asset-inbox/dungeons/mourning-cathedral/boss-arena.png,1920x1080,Full image,,Not started,Environment without boss; clear center for future combat overlays.,,,
dungeons-mourning-cathedral-boss,Mourning Cathedral boss,P3,Proposed dungeon,asset-inbox/dungeons/mourning-cathedral/boss.png,1024x1024,Full image,,Not started,Boss identity must be approved for proposed dungeons. Existing wide boss art may be retained until a portrait is needed.,,,
dungeons-mourning-cathedral-enemy-charging,Mourning Cathedral charging enemy,P3,Proposed enemy identity,asset-inbox/dungeons/mourning-cathedral/enemy-charging.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate charging behavior.,,,
dungeons-mourning-cathedral-enemy-channeling,Mourning Cathedral channeling enemy,P3,Proposed enemy identity,asset-inbox/dungeons/mourning-cathedral/enemy-channeling.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate channeling behavior.,,,
dungeons-mourning-cathedral-enemy-fortified,Mourning Cathedral fortified enemy,P3,Proposed enemy identity,asset-inbox/dungeons/mourning-cathedral/enemy-fortified.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate fortified behavior.,,,
dungeons-siege-of-the-empty-throne-entrance,Siege of the Empty Throne entrance,P3,Proposed dungeon,asset-inbox/dungeons/siege-of-the-empty-throne/entrance.png,1920x1080,Full image,,Not started,Fallen Kingdoms environment; leave space for title overlays; future names and themes require approval.,,,
dungeons-siege-of-the-empty-throne-stage-01,Siege of the Empty Throne stage 1,P3,Proposed dungeon,asset-inbox/dungeons/siege-of-the-empty-throne/stage-01.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-siege-of-the-empty-throne-stage-02,Siege of the Empty Throne stage 2,P3,Proposed dungeon,asset-inbox/dungeons/siege-of-the-empty-throne/stage-02.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-siege-of-the-empty-throne-stage-03,Siege of the Empty Throne stage 3,P3,Proposed dungeon,asset-inbox/dungeons/siege-of-the-empty-throne/stage-03.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-siege-of-the-empty-throne-stage-04,Siege of the Empty Throne stage 4,P3,Proposed dungeon,asset-inbox/dungeons/siege-of-the-empty-throne/stage-04.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-siege-of-the-empty-throne-boss-arena,Siege of the Empty Throne boss arena,P3,Proposed dungeon,asset-inbox/dungeons/siege-of-the-empty-throne/boss-arena.png,1920x1080,Full image,,Not started,Environment without boss; clear center for future combat overlays.,,,
dungeons-siege-of-the-empty-throne-boss,Siege of the Empty Throne boss,P3,Proposed dungeon,asset-inbox/dungeons/siege-of-the-empty-throne/boss.png,1024x1024,Full image,,Not started,Boss identity must be approved for proposed dungeons. Existing wide boss art may be retained until a portrait is needed.,,,
dungeons-siege-of-the-empty-throne-enemy-charging,Siege of the Empty Throne charging enemy,P3,Proposed enemy identity,asset-inbox/dungeons/siege-of-the-empty-throne/enemy-charging.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate charging behavior.,,,
dungeons-siege-of-the-empty-throne-enemy-channeling,Siege of the Empty Throne channeling enemy,P3,Proposed enemy identity,asset-inbox/dungeons/siege-of-the-empty-throne/enemy-channeling.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate channeling behavior.,,,
dungeons-siege-of-the-empty-throne-enemy-fortified,Siege of the Empty Throne fortified enemy,P3,Proposed enemy identity,asset-inbox/dungeons/siege-of-the-empty-throne/enemy-fortified.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate fortified behavior.,,,
dungeons-cinderworks-entrance,Cinderworks entrance,P3,Proposed dungeon,asset-inbox/dungeons/cinderworks/entrance.png,1920x1080,Full image,,Not started,Ashen Frontier environment; leave space for title overlays; future names and themes require approval.,,,
dungeons-cinderworks-stage-01,Cinderworks stage 1,P3,Proposed dungeon,asset-inbox/dungeons/cinderworks/stage-01.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-cinderworks-stage-02,Cinderworks stage 2,P3,Proposed dungeon,asset-inbox/dungeons/cinderworks/stage-02.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-cinderworks-stage-03,Cinderworks stage 3,P3,Proposed dungeon,asset-inbox/dungeons/cinderworks/stage-03.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-cinderworks-stage-04,Cinderworks stage 4,P3,Proposed dungeon,asset-inbox/dungeons/cinderworks/stage-04.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-cinderworks-boss-arena,Cinderworks boss arena,P3,Proposed dungeon,asset-inbox/dungeons/cinderworks/boss-arena.png,1920x1080,Full image,,Not started,Environment without boss; clear center for future combat overlays.,,,
dungeons-cinderworks-boss,Cinderworks boss,P3,Proposed dungeon,asset-inbox/dungeons/cinderworks/boss.png,1024x1024,Full image,,Not started,Boss identity must be approved for proposed dungeons. Existing wide boss art may be retained until a portrait is needed.,,,
dungeons-cinderworks-enemy-charging,Cinderworks charging enemy,P3,Proposed enemy identity,asset-inbox/dungeons/cinderworks/enemy-charging.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate charging behavior.,,,
dungeons-cinderworks-enemy-channeling,Cinderworks channeling enemy,P3,Proposed enemy identity,asset-inbox/dungeons/cinderworks/enemy-channeling.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate channeling behavior.,,,
dungeons-cinderworks-enemy-fortified,Cinderworks fortified enemy,P3,Proposed enemy identity,asset-inbox/dungeons/cinderworks/enemy-fortified.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate fortified behavior.,,,
dungeons-obsidian-crucible-entrance,Obsidian Crucible entrance,P3,Proposed dungeon,asset-inbox/dungeons/obsidian-crucible/entrance.png,1920x1080,Full image,,Not started,Ashen Frontier environment; leave space for title overlays; future names and themes require approval.,,,
dungeons-obsidian-crucible-stage-01,Obsidian Crucible stage 1,P3,Proposed dungeon,asset-inbox/dungeons/obsidian-crucible/stage-01.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-obsidian-crucible-stage-02,Obsidian Crucible stage 2,P3,Proposed dungeon,asset-inbox/dungeons/obsidian-crucible/stage-02.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-obsidian-crucible-stage-03,Obsidian Crucible stage 3,P3,Proposed dungeon,asset-inbox/dungeons/obsidian-crucible/stage-03.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-obsidian-crucible-stage-04,Obsidian Crucible stage 4,P3,Proposed dungeon,asset-inbox/dungeons/obsidian-crucible/stage-04.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-obsidian-crucible-boss-arena,Obsidian Crucible boss arena,P3,Proposed dungeon,asset-inbox/dungeons/obsidian-crucible/boss-arena.png,1920x1080,Full image,,Not started,Environment without boss; clear center for future combat overlays.,,,
dungeons-obsidian-crucible-boss,Obsidian Crucible boss,P3,Proposed dungeon,asset-inbox/dungeons/obsidian-crucible/boss.png,1024x1024,Full image,,Not started,Boss identity must be approved for proposed dungeons. Existing wide boss art may be retained until a portrait is needed.,,,
dungeons-obsidian-crucible-enemy-charging,Obsidian Crucible charging enemy,P3,Proposed enemy identity,asset-inbox/dungeons/obsidian-crucible/enemy-charging.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate charging behavior.,,,
dungeons-obsidian-crucible-enemy-channeling,Obsidian Crucible channeling enemy,P3,Proposed enemy identity,asset-inbox/dungeons/obsidian-crucible/enemy-channeling.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate channeling behavior.,,,
dungeons-obsidian-crucible-enemy-fortified,Obsidian Crucible fortified enemy,P3,Proposed enemy identity,asset-inbox/dungeons/obsidian-crucible/enemy-fortified.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate fortified behavior.,,,
dungeons-caldera-of-the-first-fire-entrance,Caldera of the First Fire entrance,P3,Proposed dungeon,asset-inbox/dungeons/caldera-of-the-first-fire/entrance.png,1920x1080,Full image,,Not started,Ashen Frontier environment; leave space for title overlays; future names and themes require approval.,,,
dungeons-caldera-of-the-first-fire-stage-01,Caldera of the First Fire stage 1,P3,Proposed dungeon,asset-inbox/dungeons/caldera-of-the-first-fire/stage-01.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-caldera-of-the-first-fire-stage-02,Caldera of the First Fire stage 2,P3,Proposed dungeon,asset-inbox/dungeons/caldera-of-the-first-fire/stage-02.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-caldera-of-the-first-fire-stage-03,Caldera of the First Fire stage 3,P3,Proposed dungeon,asset-inbox/dungeons/caldera-of-the-first-fire/stage-03.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-caldera-of-the-first-fire-stage-04,Caldera of the First Fire stage 4,P3,Proposed dungeon,asset-inbox/dungeons/caldera-of-the-first-fire/stage-04.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-caldera-of-the-first-fire-boss-arena,Caldera of the First Fire boss arena,P3,Proposed dungeon,asset-inbox/dungeons/caldera-of-the-first-fire/boss-arena.png,1920x1080,Full image,,Not started,Environment without boss; clear center for future combat overlays.,,,
dungeons-caldera-of-the-first-fire-boss,Caldera of the First Fire boss,P3,Proposed dungeon,asset-inbox/dungeons/caldera-of-the-first-fire/boss.png,1024x1024,Full image,,Not started,Boss identity must be approved for proposed dungeons. Existing wide boss art may be retained until a portrait is needed.,,,
dungeons-caldera-of-the-first-fire-enemy-charging,Caldera of the First Fire charging enemy,P3,Proposed enemy identity,asset-inbox/dungeons/caldera-of-the-first-fire/enemy-charging.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate charging behavior.,,,
dungeons-caldera-of-the-first-fire-enemy-channeling,Caldera of the First Fire channeling enemy,P3,Proposed enemy identity,asset-inbox/dungeons/caldera-of-the-first-fire/enemy-channeling.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate channeling behavior.,,,
dungeons-caldera-of-the-first-fire-enemy-fortified,Caldera of the First Fire fortified enemy,P3,Proposed enemy identity,asset-inbox/dungeons/caldera-of-the-first-fire/enemy-fortified.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate fortified behavior.,,,
dungeons-saltwind-wrecks-entrance,Saltwind Wrecks entrance,P3,Proposed dungeon,asset-inbox/dungeons/saltwind-wrecks/entrance.png,1920x1080,Full image,,Not started,Drowned Coast environment; leave space for title overlays; future names and themes require approval.,,,
dungeons-saltwind-wrecks-stage-01,Saltwind Wrecks stage 1,P3,Proposed dungeon,asset-inbox/dungeons/saltwind-wrecks/stage-01.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-saltwind-wrecks-stage-02,Saltwind Wrecks stage 2,P3,Proposed dungeon,asset-inbox/dungeons/saltwind-wrecks/stage-02.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-saltwind-wrecks-stage-03,Saltwind Wrecks stage 3,P3,Proposed dungeon,asset-inbox/dungeons/saltwind-wrecks/stage-03.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-saltwind-wrecks-stage-04,Saltwind Wrecks stage 4,P3,Proposed dungeon,asset-inbox/dungeons/saltwind-wrecks/stage-04.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-saltwind-wrecks-boss-arena,Saltwind Wrecks boss arena,P3,Proposed dungeon,asset-inbox/dungeons/saltwind-wrecks/boss-arena.png,1920x1080,Full image,,Not started,Environment without boss; clear center for future combat overlays.,,,
dungeons-saltwind-wrecks-boss,Saltwind Wrecks boss,P3,Proposed dungeon,asset-inbox/dungeons/saltwind-wrecks/boss.png,1024x1024,Full image,,Not started,Boss identity must be approved for proposed dungeons. Existing wide boss art may be retained until a portrait is needed.,,,
dungeons-saltwind-wrecks-enemy-charging,Saltwind Wrecks charging enemy,P3,Proposed enemy identity,asset-inbox/dungeons/saltwind-wrecks/enemy-charging.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate charging behavior.,,,
dungeons-saltwind-wrecks-enemy-channeling,Saltwind Wrecks channeling enemy,P3,Proposed enemy identity,asset-inbox/dungeons/saltwind-wrecks/enemy-channeling.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate channeling behavior.,,,
dungeons-saltwind-wrecks-enemy-fortified,Saltwind Wrecks fortified enemy,P3,Proposed enemy identity,asset-inbox/dungeons/saltwind-wrecks/enemy-fortified.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate fortified behavior.,,,
dungeons-drowned-basilica-entrance,Drowned Basilica entrance,P3,Proposed dungeon,asset-inbox/dungeons/drowned-basilica/entrance.png,1920x1080,Full image,,Not started,Drowned Coast environment; leave space for title overlays; future names and themes require approval.,,,
dungeons-drowned-basilica-stage-01,Drowned Basilica stage 1,P3,Proposed dungeon,asset-inbox/dungeons/drowned-basilica/stage-01.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-drowned-basilica-stage-02,Drowned Basilica stage 2,P3,Proposed dungeon,asset-inbox/dungeons/drowned-basilica/stage-02.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-drowned-basilica-stage-03,Drowned Basilica stage 3,P3,Proposed dungeon,asset-inbox/dungeons/drowned-basilica/stage-03.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-drowned-basilica-stage-04,Drowned Basilica stage 4,P3,Proposed dungeon,asset-inbox/dungeons/drowned-basilica/stage-04.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-drowned-basilica-boss-arena,Drowned Basilica boss arena,P3,Proposed dungeon,asset-inbox/dungeons/drowned-basilica/boss-arena.png,1920x1080,Full image,,Not started,Environment without boss; clear center for future combat overlays.,,,
dungeons-drowned-basilica-boss,Drowned Basilica boss,P3,Proposed dungeon,asset-inbox/dungeons/drowned-basilica/boss.png,1024x1024,Full image,,Not started,Boss identity must be approved for proposed dungeons. Existing wide boss art may be retained until a portrait is needed.,,,
dungeons-drowned-basilica-enemy-charging,Drowned Basilica charging enemy,P3,Proposed enemy identity,asset-inbox/dungeons/drowned-basilica/enemy-charging.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate charging behavior.,,,
dungeons-drowned-basilica-enemy-channeling,Drowned Basilica channeling enemy,P3,Proposed enemy identity,asset-inbox/dungeons/drowned-basilica/enemy-channeling.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate channeling behavior.,,,
dungeons-drowned-basilica-enemy-fortified,Drowned Basilica fortified enemy,P3,Proposed enemy identity,asset-inbox/dungeons/drowned-basilica/enemy-fortified.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate fortified behavior.,,,
dungeons-tempest-bastion-entrance,Tempest Bastion entrance,P3,Proposed dungeon,asset-inbox/dungeons/tempest-bastion/entrance.png,1920x1080,Full image,,Not started,Drowned Coast environment; leave space for title overlays; future names and themes require approval.,,,
dungeons-tempest-bastion-stage-01,Tempest Bastion stage 1,P3,Proposed dungeon,asset-inbox/dungeons/tempest-bastion/stage-01.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-tempest-bastion-stage-02,Tempest Bastion stage 2,P3,Proposed dungeon,asset-inbox/dungeons/tempest-bastion/stage-02.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-tempest-bastion-stage-03,Tempest Bastion stage 3,P3,Proposed dungeon,asset-inbox/dungeons/tempest-bastion/stage-03.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-tempest-bastion-stage-04,Tempest Bastion stage 4,P3,Proposed dungeon,asset-inbox/dungeons/tempest-bastion/stage-04.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-tempest-bastion-boss-arena,Tempest Bastion boss arena,P3,Proposed dungeon,asset-inbox/dungeons/tempest-bastion/boss-arena.png,1920x1080,Full image,,Not started,Environment without boss; clear center for future combat overlays.,,,
dungeons-tempest-bastion-boss,Tempest Bastion boss,P3,Proposed dungeon,asset-inbox/dungeons/tempest-bastion/boss.png,1024x1024,Full image,,Not started,Boss identity must be approved for proposed dungeons. Existing wide boss art may be retained until a portrait is needed.,,,
dungeons-tempest-bastion-enemy-charging,Tempest Bastion charging enemy,P3,Proposed enemy identity,asset-inbox/dungeons/tempest-bastion/enemy-charging.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate charging behavior.,,,
dungeons-tempest-bastion-enemy-channeling,Tempest Bastion channeling enemy,P3,Proposed enemy identity,asset-inbox/dungeons/tempest-bastion/enemy-channeling.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate channeling behavior.,,,
dungeons-tempest-bastion-enemy-fortified,Tempest Bastion fortified enemy,P3,Proposed enemy identity,asset-inbox/dungeons/tempest-bastion/enemy-fortified.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate fortified behavior.,,,
dungeons-abyssal-court-entrance,Abyssal Court entrance,P3,Proposed dungeon,asset-inbox/dungeons/abyssal-court/entrance.png,1920x1080,Full image,,Not started,Drowned Coast environment; leave space for title overlays; future names and themes require approval.,,,
dungeons-abyssal-court-stage-01,Abyssal Court stage 1,P3,Proposed dungeon,asset-inbox/dungeons/abyssal-court/stage-01.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-abyssal-court-stage-02,Abyssal Court stage 2,P3,Proposed dungeon,asset-inbox/dungeons/abyssal-court/stage-02.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-abyssal-court-stage-03,Abyssal Court stage 3,P3,Proposed dungeon,asset-inbox/dungeons/abyssal-court/stage-03.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-abyssal-court-stage-04,Abyssal Court stage 4,P3,Proposed dungeon,asset-inbox/dungeons/abyssal-court/stage-04.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-abyssal-court-boss-arena,Abyssal Court boss arena,P3,Proposed dungeon,asset-inbox/dungeons/abyssal-court/boss-arena.png,1920x1080,Full image,,Not started,Environment without boss; clear center for future combat overlays.,,,
dungeons-abyssal-court-boss,Abyssal Court boss,P3,Proposed dungeon,asset-inbox/dungeons/abyssal-court/boss.png,1024x1024,Full image,,Not started,Boss identity must be approved for proposed dungeons. Existing wide boss art may be retained until a portrait is needed.,,,
dungeons-abyssal-court-enemy-charging,Abyssal Court charging enemy,P3,Proposed enemy identity,asset-inbox/dungeons/abyssal-court/enemy-charging.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate charging behavior.,,,
dungeons-abyssal-court-enemy-channeling,Abyssal Court channeling enemy,P3,Proposed enemy identity,asset-inbox/dungeons/abyssal-court/enemy-channeling.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate channeling behavior.,,,
dungeons-abyssal-court-enemy-fortified,Abyssal Court fortified enemy,P3,Proposed enemy identity,asset-inbox/dungeons/abyssal-court/enemy-fortified.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate fortified behavior.,,,
dungeons-glasswood-rift-entrance,Glasswood Rift entrance,P3,Proposed dungeon,asset-inbox/dungeons/glasswood-rift/entrance.png,1920x1080,Full image,,Not started,Shattered Expanse environment; leave space for title overlays; future names and themes require approval.,,,
dungeons-glasswood-rift-stage-01,Glasswood Rift stage 1,P3,Proposed dungeon,asset-inbox/dungeons/glasswood-rift/stage-01.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-glasswood-rift-stage-02,Glasswood Rift stage 2,P3,Proposed dungeon,asset-inbox/dungeons/glasswood-rift/stage-02.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-glasswood-rift-stage-03,Glasswood Rift stage 3,P3,Proposed dungeon,asset-inbox/dungeons/glasswood-rift/stage-03.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-glasswood-rift-stage-04,Glasswood Rift stage 4,P3,Proposed dungeon,asset-inbox/dungeons/glasswood-rift/stage-04.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-glasswood-rift-boss-arena,Glasswood Rift boss arena,P3,Proposed dungeon,asset-inbox/dungeons/glasswood-rift/boss-arena.png,1920x1080,Full image,,Not started,Environment without boss; clear center for future combat overlays.,,,
dungeons-glasswood-rift-boss,Glasswood Rift boss,P3,Proposed dungeon,asset-inbox/dungeons/glasswood-rift/boss.png,1024x1024,Full image,,Not started,Boss identity must be approved for proposed dungeons. Existing wide boss art may be retained until a portrait is needed.,,,
dungeons-glasswood-rift-enemy-charging,Glasswood Rift charging enemy,P3,Proposed enemy identity,asset-inbox/dungeons/glasswood-rift/enemy-charging.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate charging behavior.,,,
dungeons-glasswood-rift-enemy-channeling,Glasswood Rift channeling enemy,P3,Proposed enemy identity,asset-inbox/dungeons/glasswood-rift/enemy-channeling.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate channeling behavior.,,,
dungeons-glasswood-rift-enemy-fortified,Glasswood Rift fortified enemy,P3,Proposed enemy identity,asset-inbox/dungeons/glasswood-rift/enemy-fortified.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate fortified behavior.,,,
dungeons-astral-archive-entrance,Astral Archive entrance,P3,Proposed dungeon,asset-inbox/dungeons/astral-archive/entrance.png,1920x1080,Full image,,Not started,Shattered Expanse environment; leave space for title overlays; future names and themes require approval.,,,
dungeons-astral-archive-stage-01,Astral Archive stage 1,P3,Proposed dungeon,asset-inbox/dungeons/astral-archive/stage-01.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-astral-archive-stage-02,Astral Archive stage 2,P3,Proposed dungeon,asset-inbox/dungeons/astral-archive/stage-02.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-astral-archive-stage-03,Astral Archive stage 3,P3,Proposed dungeon,asset-inbox/dungeons/astral-archive/stage-03.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-astral-archive-stage-04,Astral Archive stage 4,P3,Proposed dungeon,asset-inbox/dungeons/astral-archive/stage-04.png,1920x1080,Full image,,Not started,Different location within the same dungeon; do not reuse the entrance composition.,,,
dungeons-astral-archive-boss-arena,Astral Archive boss arena,P3,Proposed dungeon,asset-inbox/dungeons/astral-archive/boss-arena.png,1920x1080,Full image,,Not started,Environment without boss; clear center for future combat overlays.,,,
dungeons-astral-archive-boss,Astral Archive boss,P3,Proposed dungeon,asset-inbox/dungeons/astral-archive/boss.png,1024x1024,Full image,,Not started,Boss identity must be approved for proposed dungeons. Existing wide boss art may be retained until a portrait is needed.,,,
dungeons-astral-archive-enemy-charging,Astral Archive charging enemy,P3,Proposed enemy identity,asset-inbox/dungeons/astral-archive/enemy-charging.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate charging behavior.,,,
dungeons-astral-archive-enemy-channeling,Astral Archive channeling enemy,P3,Proposed enemy identity,asset-inbox/dungeons/astral-archive/enemy-channeling.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate channeling behavior.,,,
dungeons-astral-archive-enemy-fortified,Astral Archive fortified enemy,P3,Proposed enemy identity,asset-inbox/dungeons/astral-archive/enemy-fortified.png,1024x1024,Full image,,Not started,Enemy design pending; visual silhouette should communicate fortified behavior.,,,
dungeons-broken-observatory-entrance,Broken Observatory entrance,P3,Proposed dungeon,asset-inbox/dungeons/broken-observatory/entrance.png,1920x1080,Full image,,Not started,Shattered Expanse environment; leave space for title overlays; future names and themes require approval.,,,
